,user_id,rec
1359,1781,"[1004906, 1029743, 1051516, 1106523, 1138467]"
1360,1782,"[5569230, 1079987, 5582712, 1072523, 1082185]"
1361,1783,"[1082185, 5565356, 1029743, 1098844, 892728]"
1362,1784,"[1082185, 979707, 899624, 916122, 1004906]"
1363,1785,"[1082185, 938512, 942778, 941797, 1131321]"
1364,1786,"[1029743, 824180, 12695224, 1026118, 13008334]"
1365,1788,"[1082185, 1029743, 823775, 843464, 1117514]"
1366,1789,"[1082185, 1029743, 1132771, 1106523, 1037840]"
1367,1790,"[834117, 1082185, 1117514, 1004906, 945662]"
1368,1791,"[1082185, 845208, 915064, 916122, 1041796]"
1369,1792,"[8090519, 880888, 1118946, 957736, 1015597]"
1370,1794,"[8090513, 842140, 944249, 1126045, 5591103]"
1371,1795,"[1082185, 820486, 825703, 1003487, 999563]"
1372,1796,"[1106523, 1029743, 1082185, 1130458, 871188]"
1373,1797,"[1098844, 1082185, 837569, 839243, 1101822]"
1374,1799,"[1106523, 1029743, 961979, 5592931, 1126899]"
1375,1800,"[1082185, 5568729, 1029743, 1070820, 916122]"
1376,1801,"[854900, 1116635, 1029743, 1106523, 1082185]"
1377,1802,"[1082185, 878285, 1077745, 1013597, 980823]"
1378,1803,"[1082185, 1029743, 966684, 1059902, 6979579]"
1379,1804,"[1082185, 1029743, 1137688, 834117, 899624]"
1380,1805,"[1029743, 1082185, 937292, 952972, 893018]"
1381,1806,"[884945, 1029743, 893018, 1126899, 5568378]"
1382,1807,"[840890, 1098844, 916122, 1029743, 1082185]"
1383,1808,"[1097849, 6424472, 842140, 899624, 890909]"
1384,1809,"[6514259, 909714, 1003257, 8090537, 1022254]"
1385,1810,"[9575582, 1018818, 1134296, 9521679, 1098284]"
1386,1811,"[855488, 901976, 1106523, 1135258, 999779]"
1387,1812,"[852014, 1037337, 952972, 1033142, 1084613]"
1388,1814,"[1082185, 1106523, 1126899, 1022254, 963971]"
1389,1815,"[979707, 899624, 839243, 1022254, 1037863]"
1390,1816,"[1082185, 984575, 7025326, 894439, 1050741]"
1391,1817,"[850925, 1082185, 949784, 835300, 895930]"
1392,1818,"[1056492, 1082185, 1029743, 939636, 1106523]"
1393,1819,"[1081177, 871061, 8090537, 1138443, 965766]"
1394,1820,"[1082185, 6548453, 854261, 8090546, 908283]"
1395,1821,"[843450, 842769, 844179, 899624, 854852]"
1396,1823,"[1082185, 979707, 840890, 1098844, 899624]"
1397,1824,"[829645, 1097418, 832442, 845208, 1106523]"
1398,1826,"[12302069, 1072523, 9884698, 1029743, 1044078]"
1399,1827,"[6548453, 947798, 9575582, 1029743, 1075175]"
1400,1829,"[1082185, 1098844, 1053282, 857006, 8090519]"
1401,1831,"[1082185, 840890, 1104343, 858439, 1068719]"
1402,1832,"[848029, 944534, 8065410, 1029743, 1106523]"
1403,1833,"[1017887, 1060292, 838186, 1000753, 947201]"
1404,1834,"[987122, 1106523, 1029743, 12810393, 1137344]"
1405,1835,"[1082185, 1098844, 1026258, 822225, 1029743]"
1406,1837,"[1082185, 834117, 1046816, 947146, 966684]"
1407,1839,"[889551, 1106523, 1029743, 913210, 1082185]"
1408,1841,"[1082185, 1062572, 1126786, 1016276, 953539]"
1409,1843,"[5570383, 1054567, 909714, 1112242, 1051516]"
1410,1845,"[1082185, 865705, 1098844, 979707, 823775]"
1411,1846,"[839208, 1053282, 827919, 868683, 965766]"
1412,1847,"[5569230, 908283, 844697, 979707, 1082185]"
1413,1848,"[1082185, 894439, 892573, 986912, 839656]"
1414,1849,"[985893, 1075175, 856252, 1029743, 904236]"
1415,1850,"[1082185, 1070820, 979707, 854852, 883202]"
1416,1852,"[1029743, 1072523, 1082185, 1070820, 976199]"
1417,1854,"[10457590, 1082185, 1033142, 957736, 1055504]"
1418,1856,"[839485, 1082185, 849505, 851819, 916122]"
1419,1857,"[1082185, 1106523, 1029743, 908064, 1027168]"
1420,1858,"[1082185, 9935616, 6514160, 1065061, 1063707]"
1421,1859,"[1089024, 12326050, 1082990, 1127831, 1082185]"
1422,1861,"[1068719, 5564303, 1029743, 1122568, 1077373]"
1423,1862,"[1110409, 1126899, 1029743, 1070820, 1082185]"
1424,1864,"[1082185, 979707, 899624, 1098844, 1127831]"
1425,1865,"[884686, 1130729, 833724, 1098435, 976214]"
1426,1866,"[976199, 1106523, 1082185, 1029743, 1070820]"
1427,1867,"[860248, 897954, 916122, 1082185, 1126899]"
1428,1869,"[1015785, 1054483, 1054567, 1050851, 940947]"
1429,1870,"[1060408, 1070820, 1026118, 1082185, 1126899]"
1430,1871,"[5568758, 1055425, 854852, 1082185, 1126899]"
1431,1872,"[824305, 13008334, 950935, 866355, 846417]"
1432,1873,"[1082185, 928640, 1106523, 851819, 844179]"
1433,1874,"[1121393, 1132771, 1029743, 1082185, 986912]"
1434,1875,"[6904666, 1082185, 979707, 986912, 1077373]"
1435,1877,"[844179, 1029743, 7168058, 1122358, 1044078]"
1436,1879,"[1082185, 922561, 1076199, 1121694, 997987]"
1437,1880,"[930385, 1029743, 1106523, 1082185, 1126899]"
1438,1881,"[1082185, 866540, 995628, 859154, 969568]"
1439,1883,"[1073902, 1070782, 5569845, 1029743, 8090521]"
1440,1884,"[866211, 1082185, 1004906, 1106523, 916122]"
1441,1885,"[909714, 9835509, 1126899, 1022254, 1029743]"
1442,1887,"[1098844, 1136719, 1126899, 1029743, 7441498]"
1443,1890,"[845622, 1082185, 1071342, 1126899, 859427]"
1444,1891,"[858439, 5577022, 1033403, 1128240, 1111786]"
1445,1892,"[851819, 1021116, 904435, 983000, 1138443]"
1446,1893,"[1116050, 1060408, 1051516, 1070820, 849100]"
1447,1894,"[5567502, 1029743, 12648296, 957063, 13841744]"
1448,1895,"[1129049, 1014948, 1044078, 1029743, 1082185]"
1449,1896,"[1082185, 1098844, 827656, 822739, 1029743]"
1450,1899,"[1082185, 1029743, 851188, 985181, 5568758]"
1451,1900,"[1082185, 1098844, 1121603, 5569230, 910473]"
1452,1901,"[1082185, 899624, 920191, 1058214, 10282425]"
1453,1902,"[1097661, 985866, 5585701, 1123146, 890610]"
1454,1904,"[1106523, 961979, 1029743, 1082185, 1130858]"
1455,1905,"[1029743, 837270, 1137284, 903800, 1004906]"
1456,1906,"[840890, 844179, 882489, 839243, 1134210]"
1457,1907,"[1082185, 1104343, 844179, 12810391, 833940]"
1458,1909,"[1106523, 1098248, 916122, 854852, 1082185]"
1459,1911,"[844179, 1044078, 1082185, 1029743, 5568378]"
1460,1912,"[825749, 12302069, 12384775, 1013407, 9483753]"
1461,1914,"[894439, 892573, 9677366, 1003257, 1082185]"
1462,1916,"[987734, 1082185, 845622, 1105917, 969866]"
1463,1917,"[1106523, 1082185, 896085, 975085, 986912]"
1464,1918,"[1082185, 6463710, 10456152, 833940, 865511]"
1465,1919,"[896613, 5591814, 1075175, 1106523, 1095587]"
1466,1920,"[1082185, 6632283, 1024306, 833724, 1137688]"
1467,1921,"[1129049, 883940, 1029743, 1042571, 7442056]"
1468,1922,"[974177, 1082185, 1070845, 1106523, 847241]"
1469,1923,"[1082185, 1087081, 1098844, 1090676, 1120559]"
1470,1924,"[1034956, 918588, 935646, 1029743, 845622]"
1471,1925,"[823862, 825731, 1024306, 1029743, 1082185]"
1472,1926,"[1004613, 1037631, 1068719, 848029, 1082185]"
1473,1927,"[1082185, 1068719, 1104649, 899624, 1044078]"
1474,1928,"[908504, 1014948, 983584, 1082185, 958647]"
1475,1929,"[1043751, 1082185, 910473, 1135552, 834117]"
1476,1930,"[1051323, 902172, 1029743, 1106523, 1068719]"
1477,1931,"[843464, 823704, 1082185, 1106523, 1041796]"
1478,1933,"[1106523, 1075175, 6533681, 1123146, 972931]"
1479,1935,"[1082185, 12810422, 862335, 1024306, 1071342]"
1480,1936,"[844179, 1056492, 1029743, 860501, 5568072]"
1481,1937,"[1082185, 843259, 1089025, 857006, 835973]"
1482,1938,"[871756, 939681, 8293439, 1018769, 1008814]"
1483,1939,"[1029743, 1082185, 6548453, 12301100, 896085]"
1484,1940,"[969866, 1076769, 1082185, 1002178, 1026118]"
1485,1941,"[947798, 1113111, 5981074, 1044078, 1082185]"
1486,1942,"[839656, 1086384, 930344, 1003487, 868909]"
1487,1943,"[7152455, 882308, 844179, 1095227, 930385]"
1488,1944,"[1082185, 1097761, 834932, 919423, 1098844]"
1489,1945,"[1011920, 1106523, 1082185, 1029743, 957232]"
1490,1946,"[1082185, 1013597, 1130029, 1082627, 12946027]"
1491,1947,"[1082185, 883616, 907631, 951197, 1001827]"
1492,1948,"[1115358, 891516, 6602590, 916993, 6602440]"
1493,1949,"[1044078, 835618, 5592931, 874972, 1022254]"
1494,1950,"[9420334, 845622, 1079987, 1131321, 1106523]"
1495,1951,"[1082185, 970605, 1127831, 1029743, 940766]"
1496,1952,"[819308, 995502, 1021116, 995628, 1029743]"
1497,1953,"[827919, 993638, 972143, 1050851, 1082185]"
1498,1954,"[1038745, 1082185, 7147145, 829323, 1029743]"
1499,1955,"[1063739, 1082185, 955867, 1016276, 1098844]"
1500,1956,"[1108994, 970866, 966684, 5568249, 13841744]"
1501,1957,"[898068, 829291, 903350, 821200, 1082185]"
1502,1958,"[1029743, 1106523, 1082185, 1122358, 1070820]"
1503,1960,"[844179, 1059473, 825343, 899624, 839656]"
1504,1961,"[972416, 919534, 1006483, 1106523, 5587656]"
1505,1962,"[1082185, 1094924, 1121059, 8014645, 1065061]"
1506,1963,"[886996, 945998, 5569471, 7155863, 999779]"
1507,1964,"[1065380, 870428, 979707, 1002771, 887503]"
1508,1965,"[1082185, 995916, 874972, 1106523, 893018]"
1509,1966,"[1082185, 1098844, 916122, 833724, 1104343]"
1510,1967,"[849505, 944137, 850601, 1008547, 1029743]"
1511,1968,"[891505, 1090676, 972191, 1082185, 1106523]"
1512,1969,"[1082185, 1029743, 841220, 916122, 829323]"
1513,1970,"[1126899, 1029743, 896862, 1068719, 1082185]"
1514,1971,"[1014509, 1029743, 1097001, 1082185, 1106523]"
1515,1972,"[1080989, 941797, 856060, 851528, 929018]"
1516,1975,"[1082185, 5569376, 879699, 983106, 1008074]"
1517,1976,"[1074040, 1106523, 1018769, 5592094, 1019637]"
1518,1979,"[1082185, 979707, 1106523, 1004906, 1029743]"
1519,1980,"[840890, 898121, 1033142, 834826, 919534]"
1520,1981,"[1126899, 1087605, 1037332, 1106523, 1082212]"
1521,1982,"[1130729, 1082185, 6548453, 1080472, 1131374]"
1522,1983,"[9803601, 856060, 7166865, 865705, 1024306]"
1523,1985,"[1082185, 1098844, 1106523, 1029743, 5569230]"
1524,1986,"[1029743, 1106523, 9673830, 1051211, 961979]"
1525,1987,"[1082185, 1055504, 1029743, 1106523, 907099]"
1526,1988,"[1069538, 1059922, 970455, 1021116, 974265]"
1527,1989,"[1082185, 1105411, 849003, 835098, 990453]"
1528,1990,"[1082185, 824305, 1062572, 825731, 865705]"
1529,1993,"[7441419, 1016800, 1043787, 862010, 1003257]"
1530,1994,"[976199, 1126899, 1029743, 1106523, 1082185]"
1531,1995,"[1082185, 1106523, 867272, 839485, 1068719]"
1532,1996,"[837569, 849505, 12987975, 6034577, 926905]"
1533,1997,"[12754036, 822524, 834158, 12949855, 979707]"
1534,1998,"[1106523, 5592931, 1029743, 1082185, 976199]"
1535,1999,"[9926758, 1082185, 1029743, 1126899, 1044078]"
1536,2000,"[842769, 9296856, 947146, 1106523, 8090537]"
1537,2001,"[976199, 1106523, 1029743, 965766, 1082185]"
1538,2002,"[1082185, 882489, 1110218, 1131438, 1106523]"
1539,2003,"[978906, 1082185, 1018339, 868888, 10344585]"
1540,2004,"[1082185, 7441873, 1019643, 5568758, 1090711]"
1541,2005,"[893221, 819978, 882604, 1054262, 946839]"
1542,2006,"[1082185, 866211, 6391134, 950894, 1059922]"
1543,2007,"[1082185, 970455, 907625, 1034886, 1017127]"
1544,2008,"[1030981, 829001, 5570383, 936830, 1130458]"
1545,2010,"[1090793, 965766, 1082185, 835973, 1029743]"
1546,2011,"[952972, 1006184, 1029743, 1082185, 976199]"
1547,2012,"[1082185, 892500, 1029743, 821316, 916122]"
1548,2014,"[861279, 979707, 916122, 1082185, 1137284]"
1549,2015,"[1082185, 9833277, 910032, 896085, 1029743]"
1550,2017,"[1082185, 1098844, 1022254, 825749, 1070820]"
1551,2018,"[1082185, 823576, 1127831, 986912, 866540]"
1552,2019,"[1082185, 1029743, 843898, 839208, 899624]"
1553,2020,"[1082185, 1029743, 1104649, 827656, 832513]"
1554,2021,"[856060, 9835223, 883932, 1044078, 896862]"
1555,2022,"[1082185, 1098844, 1058214, 916122, 979707]"
1556,2023,"[840890, 1011457, 912704, 852856, 1082185]"
1557,2024,"[1126899, 1106523, 1043787, 1082185, 1029743]"
1558,2025,"[976199, 1029743, 1126899, 1082185, 1075368]"
1559,2027,"[1123146, 956902, 871756, 1068719, 1106523]"
1560,2028,"[860248, 5569230, 839419, 9707240, 8090509]"
1561,2029,"[1128240, 911614, 892728, 12946027, 1048507]"
1562,2030,"[1076769, 971922, 1043751, 1040807, 866355]"
1563,2033,"[1082185, 1121360, 892573, 1013597, 898466]"
1564,2034,"[1098844, 852014, 854852, 1082185, 6548453]"
1565,2035,"[948832, 1106523, 986912, 1004906, 1082185]"
1566,2036,"[1082185, 979707, 933835, 1126899, 865528]"
1567,2037,"[918588, 896613, 1070820, 5592094, 1068719]"
1568,2038,"[971922, 1132771, 933835, 1138443, 883003]"
1569,2040,"[1029743, 1082185, 1106523, 1075368, 5569230]"
1570,2041,"[1082185, 1127716, 1058214, 7410304, 1044259]"
1571,2043,"[5981072, 992529, 1056492, 998119, 1064213]"
1572,2047,"[1082185, 871680, 947427, 1070782, 985160]"
1573,2048,"[958067, 1106523, 1029743, 1082185, 12695224]"
1574,2049,"[1058404, 1068719, 1082185, 1106523, 1029743]"
1575,2050,"[1082185, 1029743, 1031419, 845208, 1024051]"
1576,2053,"[1082185, 1029743, 844179, 908283, 5569230]"
1577,2055,"[1097661, 835098, 1080853, 5568378, 957232]"
1578,2056,"[1121656, 1106523, 952972, 8090521, 5591083]"
1579,2057,"[1082185, 1106523, 1029743, 5592931, 872137]"
1580,2058,"[1082185, 899624, 1090676, 979707, 1068719]"
1581,2060,"[986912, 1029743, 1090931, 844179, 5569230]"
1582,2062,"[842769, 12132315, 831712, 1022254, 1126899]"
1583,2063,"[1082185, 1058214, 841220, 1029743, 871611]"
1584,2064,"[1082185, 851819, 6534077, 859154, 1006483]"
1585,2065,"[947798, 1020404, 5995129, 996087, 1021116]"
1586,2068,"[1104343, 1082185, 960791, 1071342, 1081177]"
1587,2069,"[1106523, 928932, 982790, 1092303, 1082185]"
1588,2070,"[1082185, 12810391, 865511, 930666, 827656]"
1589,2071,"[899624, 974177, 1068719, 845208, 1009770]"
1590,2074,"[1082185, 1106523, 1126899, 1022254, 1029743]"
1591,2075,"[913144, 1097661, 866548, 899624, 1029743]"
1592,2076,"[1082185, 1101175, 835098, 865528, 1046957]"
1593,2077,"[896085, 6463742, 1082185, 930666, 1106523]"
1594,2078,"[13876901, 12301100, 869857, 6039859, 1037337]"
1595,2079,"[979707, 5569230, 845208, 1106523, 1059902]"
1596,2080,"[1082185, 9884484, 942525, 835098, 919534]"
1597,2082,"[1082185, 1053530, 1137688, 1079987, 986912]"
1598,2083,"[1037863, 1004906, 845208, 845622, 932863]"
1599,2084,"[1027835, 1082185, 909129, 970866, 996009]"
1600,2085,"[1082185, 1029743, 12810391, 1051323, 899624]"
1601,2086,"[1082185, 1029743, 866211, 1091520, 825749]"
1602,2087,"[1082185, 5570383, 9655528, 842264, 916993]"
1603,2088,"[867272, 1082185, 1029743, 919534, 1068719]"
1604,2089,"[9575582, 1126899, 979707, 895295, 1022254]"
1605,2090,"[5567502, 1043730, 1121360, 948384, 9297615]"
1606,2093,"[839243, 8090521, 882604, 890695, 8090537]"
1607,2094,"[1082185, 912817, 6463775, 853998, 862799]"
1608,2095,"[5569135, 986912, 883003, 847790, 1068719]"
1609,2097,"[6463710, 857540, 6391557, 1022097, 5568197]"
1610,2100,"[1082185, 9527323, 1128240, 9835606, 1117514]"
1611,2101,"[1029743, 819978, 1137346, 1040807, 1008032]"
1612,2102,"[1082185, 1045586, 865992, 1077745, 9333734]"
1613,2107,"[1082185, 1029743, 8290421, 916122, 1126786]"
1614,2108,"[1082185, 1029743, 957232, 1041796, 1106523]"
1615,2109,"[922561, 930666, 1000736, 8091550, 983000]"
1616,2110,"[1082185, 1029743, 1098844, 12428017, 866211]"
1617,2111,"[1082185, 1070820, 1126899, 1106523, 1029743]"
1618,2112,"[1082185, 1029743, 12987975, 976199, 831063]"
1619,2113,"[6463789, 1000050, 9268695, 1042544, 953561]"
1620,2114,"[1082185, 986912, 885290, 933835, 907099]"
1621,2115,"[1082185, 885023, 1029743, 1024306, 1071342]"
1622,2116,"[899115, 1082185, 823775, 1068719, 919681]"
1623,2117,"[819308, 823862, 1082185, 9835619, 6534077]"
1624,2119,"[1082185, 12731432, 849505, 930385, 870547]"
1625,2120,"[1082185, 1070820, 1106523, 1029743, 901062]"
1626,2121,"[1082185, 831712, 6424471, 890610, 1103691]"
1627,2122,"[857006, 1082185, 835098, 845208, 1106523]"
1628,2123,"[1121603, 1101502, 1076199, 1082185, 1029743]"
1629,2124,"[1082185, 1098844, 1029743, 9856740, 1090621]"
1630,2125,"[1100972, 1082185, 1029743, 827656, 12811532]"
1631,2126,"[1082185, 833724, 909714, 8067128, 854852]"
1632,2127,"[1082185, 1029743, 1106523, 983584, 5569230]"
1633,2129,"[1082185, 825365, 1053530, 839419, 979707]"
1634,2130,"[1082185, 899624, 1106523, 896085, 6548453]"
1635,2131,"[1086001, 957736, 878285, 838186, 1134210]"
1636,2132,"[6548453, 1082185, 980823, 1117514, 1022254]"
1637,2133,"[1082185, 923670, 1043751, 854852, 1075007]"
1638,2134,"[1082185, 865705, 1098844, 1055504, 898867]"
1639,2136,"[1033142, 1082185, 916758, 9707498, 995478]"
1640,2137,"[843898, 844179, 7442008, 999250, 1044078]"
1641,2138,"[1103476, 1080677, 1042544, 845622, 849505]"
1642,2139,"[1121603, 1100972, 1004390, 901776, 7155863]"
1643,2140,"[1082185, 832442, 835098, 1044078, 924352]"
1644,2141,"[1082185, 974177, 1016276, 1029743, 904236]"
1645,2142,"[1029743, 898068, 6533362, 890610, 12810422]"
1646,2144,"[1029743, 1098248, 1106523, 976199, 965766]"
1647,2146,"[898121, 5570882, 849870, 1028953, 944836]"
1648,2147,"[1082185, 847573, 849018, 919681, 922127]"
1649,2148,"[1082185, 895930, 979707, 1128812, 1068719]"
1650,2149,"[1058214, 1114811, 1082185, 939681, 1082627]"
1651,2153,"[5592931, 919534, 12810393, 1029743, 9707498]"
1652,2154,"[1082185, 6904666, 1045586, 6533362, 1055504]"
1653,2156,"[6514259, 12132315, 8090537, 1082185, 6395907]"
1654,2158,"[1131382, 1116770, 961021, 1072968, 1110695]"
1655,2159,"[979707, 5592931, 1082185, 1029743, 899624]"
1656,2160,"[12262978, 953539, 976199, 1106523, 1029743]"
1657,2161,"[958208, 8019968, 858514, 7138817, 852572]"
1658,2162,"[1082185, 896085, 1008074, 1032512, 975085]"
1659,2165,"[1000736, 1075368, 1081177, 1033142, 9419525]"
1660,2168,"[1082185, 828106, 844179, 1139493, 1120928]"
1661,2170,"[6463729, 863762, 7442180, 7155863, 6463826]"
1662,2171,"[1030182, 1116741, 1086384, 1082185, 823704]"
1663,2172,"[840890, 1029743, 1082185, 839419, 5588161]"
1664,2173,"[878285, 865456, 1062002, 1118033, 1105488]"
1665,2174,"[1029743, 1082185, 1106523, 963971, 961979]"
1666,2179,"[872137, 1106523, 1082185, 1029743, 1126899]"
1667,2181,"[1082185, 845208, 882489, 1100972, 862318]"
1668,2182,"[1106523, 1082185, 1029743, 1126899, 1004906]"
1669,2183,"[1082185, 842769, 9526628, 868888, 12731432]"
1670,2184,"[841016, 1021522, 1019643, 834158, 9268695]"
1671,2185,"[5569376, 839656, 879699, 1100972, 823704]"
1672,2186,"[1082185, 899624, 1068719, 985160, 995876]"
1673,2187,"[1100972, 1012587, 940766, 9835223, 1038663]"
1674,2188,"[1082185, 1106523, 5569230, 1125601, 837304]"
1675,2189,"[834117, 1042942, 1029743, 13841744, 12172240]"
1676,2190,"[1082185, 1098844, 851819, 983106, 12731432]"
1677,2192,"[1098248, 1126899, 1029743, 979707, 866211]"
1678,2193,"[1082185, 1098844, 1029743, 979707, 860248]"
1679,2194,"[1082185, 853448, 843111, 5569376, 879699]"
1680,2195,"[1055504, 1082185, 1126899, 1138443, 880050]"
1681,2196,"[837569, 5567876, 880150, 957164, 1029743]"
1682,2197,"[865456, 1029743, 1075368, 1033142, 1106523]"
1683,2198,"[1082185, 844179, 942525, 865026, 901062]"
1684,2199,"[1082185, 8019968, 916993, 849003, 872177]"
1685,2200,"[876232, 1082185, 995876, 870929, 1053530]"
1686,2203,"[1018818, 979707, 1029743, 1028953, 844179]"
1687,2204,"[835530, 1026118, 983659, 871756, 845208]"
1688,2206,"[1121694, 1030981, 1102067, 1106523, 1029743]"
1689,2207,"[9268695, 1095587, 1003649, 6034857, 892314]"
1690,2208,"[1106523, 971474, 5569230, 1082185, 1132771]"
1691,2209,"[1082185, 839766, 1098844, 820321, 1029743]"
1692,2211,"[825703, 13876901, 1082185, 9487606, 952698]"
1693,2213,"[1022254, 1126899, 1082185, 1029743, 1106523]"
1694,2214,"[963971, 1106523, 1029743, 1082185, 961979]"
1695,2215,"[1082185, 830245, 1037840, 1128240, 1075368]"
1696,2216,"[1072523, 1070820, 1029743, 1002850, 1106523]"
1697,2217,"[844179, 1019643, 891752, 947798, 6633210]"
1698,2218,"[849100, 1070820, 1126899, 909714, 983584]"
1699,2221,"[1082185, 1070820, 6533368, 901062, 1098248]"
1700,2222,"[1046816, 827667, 847207, 1043751, 950894]"
1701,2223,"[6554202, 910673, 936753, 1103105, 941856]"
1702,2224,"[1082185, 883616, 1097761, 842125, 923670]"
1703,2225,"[834158, 970866, 12301100, 829852, 1110111]"
1704,2226,"[1069312, 898068, 872382, 1126786, 981660]"
1705,2227,"[12301100, 871756, 926905, 845208, 6534035]"
1706,2229,"[1082185, 1068719, 916122, 979707, 1010185]"
1707,2230,"[1130729, 9333734, 847207, 1082212, 1082185]"
1708,2231,"[1082185, 8357613, 935646, 1057102, 1137688]"
1709,2232,"[1082185, 1029743, 12695224, 965766, 1033142]"
1710,2233,"[1082185, 968992, 1071302, 909714, 979707]"
1711,2234,"[1082185, 1101175, 1098844, 844179, 1104343]"
1712,2235,"[969866, 12731436, 1082185, 1106523, 1125199]"
1713,2236,"[6534480, 945662, 8090521, 1029743, 1106523]"
1714,2237,"[891961, 1053730, 1082185, 1004906, 872762]"
1715,2238,"[987044, 5592610, 862318, 1000050, 6391080]"
1716,2240,"[1122358, 1106523, 1030981, 899624, 825365]"
1717,2241,"[1029743, 993638, 1075175, 1092937, 1082185]"
1718,2242,"[9420181, 1082185, 1070820, 1004906, 1029743]"
1719,2243,"[1029743, 899624, 7025202, 851569, 1086119]"
1720,2244,"[1082185, 943169, 1079987, 1135552, 5570408]"
1721,2245,"[822739, 1068719, 847241, 1082185, 833598]"
1722,2247,"[1058214, 1100972, 841762, 1098844, 1065538]"
1723,2248,"[1091520, 827919, 965766, 9926758, 1029743]"
1724,2250,"[919534, 12731432, 957063, 1094308, 945611]"
1725,2251,"[1137284, 893018, 1122358, 1126899, 1029743]"
1726,2252,"[1082185, 1029743, 839766, 899624, 844179]"
1727,2256,"[6534030, 863030, 1056973, 866548, 1037863]"
1728,2257,"[1104349, 1106523, 1001277, 1029743, 1126899]"
1729,2260,"[5568758, 13841744, 1050741, 1037863, 1137346]"
1730,2261,"[1082185, 913144, 1106523, 843464, 975085]"
1731,2262,"[1082185, 893018, 898068, 1029743, 937292]"
1732,2263,"[5568845, 1121360, 1082185, 854261, 5592931]"
1733,2264,"[1082185, 1104343, 883616, 834435, 843898]"
1734,2266,"[1082185, 909129, 898068, 824305, 1104343]"
1735,2267,"[1097761, 825749, 10457044, 920109, 8019977]"
1736,2269,"[1082185, 839243, 844179, 878996, 1029743]"
1737,2270,"[1082185, 922561, 892500, 851819, 1068719]"
1738,2272,"[1082185, 1045586, 828106, 827656, 953539]"
1739,2273,"[1085983, 934948, 1102067, 888835, 1106523]"
1740,2274,"[1082185, 843111, 857006, 839208, 834117]"
1741,2275,"[974177, 899624, 12301100, 1029743, 1013407]"
1742,2276,"[843111, 911311, 1106523, 856252, 849100]"
1743,2277,"[1029743, 1070820, 1082185, 1106523, 1126899]"
1744,2278,"[6602440, 922127, 863447, 951412, 1029743]"
1745,2279,"[849697, 8181555, 8090537, 1050482, 1082185]"
1746,2280,"[1106523, 1082185, 13115894, 1070702, 865456]"
1747,2281,"[1082185, 1121360, 825703, 1046756, 1029743]"
1748,2282,"[833724, 1068719, 1082185, 1106523, 899624]"
1749,2283,"[844179, 1106523, 1139786, 1013597, 899624]"
1750,2284,"[1082185, 872137, 916122, 935393, 1127831]"
1751,2285,"[890719, 1082185, 9935616, 1134633, 942778]"
1752,2286,"[1126899, 940766, 1106523, 1029743, 845208]"
1753,2287,"[834435, 1082185, 1029743, 1033403, 849870]"
1754,2288,"[1082185, 1126899, 1029743, 1070820, 1041796]"
1755,2289,"[9487606, 1029743, 990656, 913210, 10344585]"
1756,2290,"[1116005, 13381584, 827656, 969836, 1029743]"
1757,2291,"[1127470, 986912, 1070820, 1082185, 1106523]"
1758,2292,"[1029743, 1056509, 957232, 995876, 865456]"
1759,2294,"[1082185, 5590613, 1132771, 896613, 5568378]"
1760,2295,"[1068719, 819255, 1056973, 899624, 1082185]"
1761,2296,"[1098844, 1082185, 12810391, 6553237, 1044759]"
1762,2297,"[1082185, 1051516, 12731544, 1127758, 1029743]"
1763,2298,"[821741, 1029743, 1082185, 12301100, 929768]"
1764,2299,"[834491, 1082185, 916122, 1091858, 878996]"
1765,2300,"[1082185, 844179, 842769, 840890, 968992]"
1766,2301,"[13158064, 1021324, 1076226, 5592931, 6463729]"
1767,2302,"[822739, 1000736, 1029743, 1004906, 1082185]"
1768,2303,"[841220, 881249, 5567876, 1029743, 1127831]"
1769,2305,"[1082185, 1053282, 855488, 1079987, 916122]"
1770,2307,"[1082185, 9670830, 1070845, 1098844, 9527323]"
1771,2309,"[840890, 1068719, 889509, 1106523, 837270]"
1772,2310,"[967948, 819255, 1044724, 5570408, 9835223]"
1773,2312,"[1082185, 1029743, 940278, 916122, 844179]"
1774,2313,"[1022254, 1082185, 1126899, 1070820, 963971]"
1775,2314,"[1082185, 1045586, 1070845, 1029743, 916993]"
1776,2317,"[1082185, 1029743, 1098844, 949784, 6548453]"
1777,2319,"[7025094, 1037840, 988791, 1081177, 912817]"
1778,2321,"[986912, 880888, 1090884, 12731701, 1029743]"
1779,2322,"[1082185, 909714, 844179, 898068, 1127831]"
1780,2323,"[1082185, 1029743, 1106523, 1126899, 1026118]"
1781,2324,"[1082185, 1094924, 923723, 981086, 1029743]"
1782,2326,"[1043751, 1123146, 9835223, 1082185, 919681]"
1783,2328,"[1082185, 882489, 8090545, 1107039, 899624]"
1784,2330,"[1082185, 1019643, 979707, 974265, 6034857]"
1785,2331,"[1082185, 997011, 1029743, 865156, 946244]"
1786,2332,"[5568758, 860248, 1131506, 1047769, 1042571]"
1787,2333,"[1075007, 985893, 1075175, 1029743, 909714]"
1788,2334,"[1082185, 1034956, 1029743, 7442056, 835098]"
1789,2335,"[1021324, 1008288, 882489, 1029743, 1016800]"
1790,2336,"[1029743, 844179, 883932, 819255, 1122358]"
1791,2337,"[1082185, 1106523, 1070782, 869857, 1097398]"
1792,2338,"[6391134, 7155863, 890695, 1082990, 1106523]"
